date,price
2026-02-08 00:00:00,69296.80677355142
2026-02-09 00:00:00,70542.37329463876
2026-02-10 00:00:00,70096.40692272567
2026-02-11 00:00:00,68779.90981269129
2026-02-12 00:00:00,66937.58141157958
2026-02-13 00:00:00,66184.57765470445
2026-02-14 00:00:00,68838.87490510389
2026-02-14 13:12:51,69606.6971300938
